ID,YPLL.Rate
230,6789.485980025791
231,7653.027851031021
232,5913.027481171054
233,6310.2298075664885
234,6873.307693518699
235,7044.597778639927
236,7247.87965083414
237,6791.986075908915
238,5361.787213937118
239,7494.651967111811
240,10640.40163823293
241,8188.786236986952
242,5809.24969306476
243,8094.630294473452
244,8132.8020978740915
245,5574.981131432901
246,5266.8571639443635
247,6653.003729850279
248,5597.6245057378765
249,5254.716975531326
250,5395.597120347991
251,9400.178926037775
252,9346.534695033399
253,7295.816964403012
254,5815.913019466675
255,6026.417982386226
256,6022.6338768890155
257,7432.321477482631
258,6084.979584795923
259,5770.193399973578
260,7399.468657782687
261,5994.595795049742
262,5427.935006925682
263,7372.82270024534
264,7903.507392510051
265,10073.150767780391
266,7702.092868738551
267,6782.67063158854
268,8573.692042601406
269,8341.392566126815
270,6773.815512259479
271,7722.283373848455
272,8707.121964246919
273,8053.783706076546
274,7680.53256025798
275,9811.419046340267
276,6872.059957765546
277,8054.715526219082
278,9566.250415301456
279,11029.855766164532
280,5597.369783609506
281,6006.8774732907195
282,7636.761287004962
283,5528.195693412096
284,7402.397402285698
285,7722.175618236505
286,8717.787765868348
287,6561.821936764061
288,7493.082202953541
289,5909.526826879046
290,6787.9019916019715
291,7136.475684400522
292,7698.212871533177
293,7296.261563450248
294,10517.382285727253
295,7148.373213418004
296,8324.27300807654
297,7168.080335384587
298,6761.259649200714
299,5435.795140018657
300,11490.24413578911
301,10293.095643181583
302,8738.851470443471
303,9283.425657183072
304,10670.068229626182
305,10357.99310150105
306,8140.396181984298
307,10494.452065558764
308,9252.06279300841
309,9195.362336226579
310,8429.58448706966
311,5446.948606989563
312,5574.847576223078
313,7559.428433871367
314,6563.758659281077
315,7907.519805218529
316,8359.29171586133
317,8876.863910935472
318,8003.508896735962
319,8315.135333603852
320,7508.3901023905
321,8139.665981837722
322,7365.542608312337
323,7350.760740370215
324,5976.213498603562
325,7538.788550557759
326,7179.699327237617
327,6015.096686074295
328,7616.724265486739
329,6445.076523018839
330,7578.866955907442
331,8047.353414658287
332,5353.242562785953
333,7805.114334050053
334,7578.897148092827
335,11559.138249669659
336,6969.548714820491
337,10736.310315207214
338,7717.871196564787
339,6876.414262593364
340,8501.966682329572
341,6775.295793858656
342,8233.983608833349
343,6567.734760263108
344,5254.716975531326
345,10770.616057030284
346,7533.738474499843
347,11558.672297713256
348,6576.164202523389
349,7633.702000041974
350,10264.027950009982
351,7216.826625944496
352,10621.788161771083
353,8413.583538571138
354,8251.879992370845
355,10005.886322512926
356,8829.501186066222
357,7936.226484801705
358,8723.785275256914
359,8820.451361520825
360,10489.134234691812
361,5254.716975531326
362,8739.779808903615
363,9980.287179828943
364,6538.886013855938
365,8385.111277858517
366,8295.033231585181
367,8634.624583416042
368,8581.751316573193
369,7984.325256887543
370,9182.131517430491
371,8527.376135841254
372,8919.68572343386
373,8493.215175062915
374,8607.588312827844
375,9098.28928082874
376,9799.038034588504
377,8062.40281277974
378,7877.905441102332
379,8199.570848473417
380,9307.277758807082
381,10015.798982728416
382,8495.365574476873
383,9849.092674048907
384,7903.378491252499
385,7521.110542803287
386,8405.465398385297
387,8641.5885806679
388,9613.121321073231
389,8702.957634462307
390,10736.542065198199
391,8860.374675124813
392,8956.807782592196
393,8471.000500490196
394,7883.365566801559
395,7242.3809277898235
396,8911.590734766121
397,8122.351386049724
398,7050.071427746762
399,6761.47795444129
400,5254.716975531326
401,5947.418100905529
402,5994.927998027041
403,5425.668461913629
404,5908.831498327672
405,6626.079341727867
406,8666.007890205152
407,7361.232976574618
408,5254.716975531326
409,6766.423458084385
410,8866.677800676936
411,9310.6604348039
412,10132.671166945069
413,5417.262861913935
414,7226.082067629996
415,5453.894043997366
416,7689.542959935273
417,7501.011575821435
418,7520.241235169887
419,6629.023471928859
420,7206.1236573302895
421,8950.648197251281
422,8781.038619359284
423,9325.419489187172
424,5844.819597672377
425,5754.331349457884
426,7986.015392134094
427,6028.52275987828
428,7631.2863948414415
429,7200.467264376557
430,6281.534006587193
431,10236.093765278749
432,7946.6075535948585
433,8408.606596006905
434,10099.881777983357
435,8518.47861938745
436,8390.96179805701
437,10690.292129408077
438,7360.241683838507
439,6479.215874748129
440,5942.188240246919
441,7495.4477684418225
442,6337.150884033305
443,6155.4491919527445
444,5506.097634709768
445,7694.661155745858
446,6115.787311933232
447,7395.426617535402
448,7684.145757707846
449,8048.686063477633
450,10511.181920832754
451,9965.006392338686
452,9733.274988765288
453,9233.160063243191
454,10389.735358149634
455,6593.805682145345
456,6570.541845725139
457,7322.161881172837
458,11536.80960706348
459,7929.591708261906
460,8170.375123893951
461,9124.479737260297
462,9955.533052567016
463,9628.978701875458
464,10031.28791604523
465,10176.344185688202
466,7534.277196854382
467,5316.317800880596
468,8149.763571709024
469,8087.866258928627
470,5873.71052824634
471,6103.143406999373
472,6965.012606362978
473,7374.16066779136
474,7869.977707028706
475,5615.179059588898
476,8068.265106392011
477,5515.25853001602
478,7272.853015512782
479,9028.960833339388
480,8498.932489002358
481,8353.73050581055
482,7526.676416234067
483,5982.300597968147
484,8122.7556765343015
485,8759.170264825312
486,9784.420783427426
487,10635.211083691927
488,9870.99943653044
489,9292.687424289123
490,7748.906125644237
491,7503.747049508852
492,6951.496159566771
493,11293.768552664178
494,6734.803324324142
495,5693.908810088
496,9783.262865554032
497,9465.660321318795
498,10637.713687392086
499,6469.505763573344
500,9214.828103125827
501,8092.685382217538
502,9721.05583085739
503,6501.604614870186
504,10178.395889646557
505,9487.541111245442
506,10280.875524075613
507,11197.225954854332
508,10255.947904643688
509,8636.31684290176
510,8121.969272854779
511,6300.915196863701
512,6169.829362664201
513,7183.70927425831
514,6286.237202534698
515,8646.630346413674
516,8256.106735209163
517,6780.785719797255
518,7880.203431690159
519,7701.279569603061
520,8857.058049595833
521,5889.930969356597
522,8740.930946803559
523,6092.263115815738
524,7117.353426770154
525,7285.6918936432185
526,7368.841324672451
527,7639.920745719322
528,7451.054247846157
529,6472.019595072591
530,9630.9671671356
531,7515.075277515936
532,5254.716975531326
533,7347.194846729057
534,6732.718489430149
535,8581.018576433573
536,6402.280014052951
537,8121.503643874757
538,7027.777710326611
539,7720.353700648503
540,9917.728752451721
541,7891.188118268087
542,8714.31309144774
543,8285.514283111279
544,5934.889913752455
545,7021.309929398766
546,5662.988564464907
547,7877.401480918954
548,6641.263077937009
549,8826.783294840945
550,5962.865643971713
551,7011.401389771369
552,6688.798021223816
553,6317.482918105877
554,7351.815986239309
555,5610.220037989911
556,7289.954950646052
557,5567.8286378743915
558,7728.5465303825085
559,5606.127792332842
560,7775.155866708532
561,5831.276168834297
562,6597.222451090236
563,7735.1431186376385
564,7702.880326580234
565,7321.573507141828
566,6972.487581145554
567,7829.981163279521
568,5254.716975531326
569,7989.697771708274
570,9709.318925259215
571,7774.260459375602
572,5639.516354089853
573,9879.810246185161
574,5811.59627086403
575,7888.5421789185275
576,5446.948606989563
577,8857.535008730192
578,10365.11895521857
579,8959.933239950544
580,8435.168697467272
581,7944.213730298468
582,9885.991061566205
583,10658.983881810904
584,11595.28572553234
585,10655.700728896529
586,10716.252422390133
587,11475.575311671784
588,8103.793744561454
589,9987.75563187146
590,11366.963202177223
591,10805.691631915073
592,11138.795291436049
593,7055.910331069879
594,11478.466818452083
595,9550.393337062404
596,9966.560190047989
597,10178.240961090556
598,9950.586560369164
599,11444.88936494888
600,10172.877853266189
601,8681.230863236648
602,9336.351547272308
603,10132.181733914442
604,7756.701947536549
605,10834.833717141268
606,10796.775298010773
607,11561.952172374591
608,11294.02046322738
609,10369.953750678802
610,9668.15197790966
611,10524.663111684986
612,8618.495277353308
613,10206.469940241033
614,5433.059346309453
615,6508.738726687232
616,5254.716975531326
617,7310.5338371334865
618,7392.939952394691
619,5860.3479432599215
620,5856.765290463682
621,5867.355774171512
622,6934.553548681172
623,5647.283696952718
624,7318.124889166381
625,7489.665964740341
626,6387.898566822542
627,7264.549379652461
628,8629.294521691958
629,6647.60501960905
630,6667.377451691469
631,5732.246093992457
632,6142.909487604243
633,5428.553699107788
634,6508.354162434481
635,6532.242175426965
636,5932.272993599916
637,6548.091643587491
638,6142.962150763438
639,6815.326158366427
640,5619.362279445818
641,5254.716975531326
642,7886.804453030599
643,7393.983827894401
644,7761.480282053584
645,5519.749340377044
646,11581.15153854457
647,11095.115680214716
648,10287.291489579808
649,8824.77413313686
650,11473.407244161197
651,10391.200936298508
652,7451.190555092105
653,7382.8543102555905
654,9507.761813494524
655,9904.102528933823
656,10017.504824503307
657,7900.655010221039
658,6718.610546031022
659,7901.532033660366
660,9137.603208592729
661,9417.064103566994
662,9812.18305240773
663,9709.111745672315
664,9430.27706373101
665,7676.744415560038
666,6216.8067646074205
667,7914.724560226878
668,10475.92602942697
669,9310.983727359493
670,9638.44226091638
671,5512.493931525742
672,7424.825415670148
673,8092.512765315306
674,9914.883603261143
675,9706.319483213028
676,9503.910435954109
677,11076.393213963678
678,5940.858572507212
679,7888.587467395089
680,7511.3816617802195
681,8082.6688604564615
682,5817.52648695272
683,6831.7981846486455
684,7995.662349477594
685,11373.922862393749
686,7712.284607682152
687,6664.123635186879
688,5812.582889658249
689,5693.317971466226
690,8176.825527806784
691,6104.169358881241
692,7340.4885692318985
693,7960.112807266604
694,5715.88495040877
695,5641.840764398443
696,7613.990980817774
697,5676.172576402279
698,7291.17292699625
699,6008.061237095442
700,9022.136261998388
701,5413.081304884701
702,7100.0346512252745
703,7284.362087254392
704,7714.7386649412665
705,5254.716975531326
706,8863.074917396601
707,9382.194344227903
708,9264.415338153283
709,8246.801199912798
710,9339.54192963081
711,6682.742966610462
712,9069.28854848593
713,8167.754065450131
714,7750.612576421871
715,7723.2431442676725
716,6265.99573359018
717,6052.063877022319
718,6497.203465504907
719,6735.462081044283
720,7530.167135316294
721,7744.713708271725
722,9705.051348261708
723,9273.821198856584
724,8117.267870867297
725,10274.493819761421
726,7641.195975289794
727,9296.109947259007
728,11063.722486640781
729,8216.78285764478
730,9361.211095924833
731,6831.857639704611
732,8860.344567643826
733,6492.792900873308
734,7927.770403157031
735,8472.489317612664
736,9300.769137569081
737,7665.001594990934
738,5934.672677081183
739,8066.837689095878
740,11498.095485953898
741,7585.545983098778
742,7718.182025968285
743,5830.236359300343
744,5815.5960141258
745,6741.444599392258
746,7220.687481712374
747,6908.363333404839
748,6527.559731485763
749,7117.03954923895
750,7539.3816704290375
751,8392.877286516608
752,8345.133883361857
753,9878.294453566701
754,8790.64321951115
755,9159.676742575646
756,8121.799884927517
757,7767.62577174971
758,9440.863263985764
759,7513.562998741874
760,7342.709217102116
761,9125.580388377877
762,7361.630165499785
763,8200.100905520632
764,9187.15863323441
765,7771.786573919446
766,11231.975120703399
767,10583.6101371698
768,7662.120904133613
769,10416.96873497456
770,9087.592522689225
771,7548.04053438166
772,10322.324470770767
773,7538.843960052813
774,8503.442019172922
775,7912.853583952814
776,6607.839581250688
777,6653.23843668061
778,7166.194609884949
779,6938.181848986165
780,6840.873207939947
781,7738.44749058331
782,7064.642057967513
783,5254.716975531326
784,7223.817526227541
785,6001.849989715002
786,9986.456184074941
787,11049.778052740805
788,9387.678115732444
789,9989.802813636657
790,10278.431044569807
791,11382.178271926152
792,11570.942120336886
793,5645.916143444996
794,6771.784387174862
795,10417.707231832017
796,5706.766529043916
797,5793.909107558569
798,7653.506192829147
799,7934.734844885426
800,10605.524916811159
801,8338.144403754946
802,6150.50528857475
803,9294.887149231414
804,11272.430521326372
805,8758.977154419119
806,10379.187960983225
807,9063.175479316535
808,9503.050814155496
809,6894.224507702735
810,9852.806754788779
811,9773.047800158007
812,9364.648124466257
813,10118.866943268278
814,8203.05565995282
815,9945.621052591141
816,10364.71438182498
817,8423.572448428566
818,8044.69762827091
819,8129.5394372524825
820,9369.057492331667
821,10129.001987030033
822,8112.701042713498
823,5424.389284763447
824,9028.724044671555
825,7458.268261023822
826,5875.664415928576
827,8541.984139623644
828,8972.157768381272
829,9503.369838503151
830,7827.090349383021
831,9441.184582971584
832,8082.735098891897
833,10127.28056217194
834,9020.154424378381
835,9335.401280522556
836,9826.216677275936
837,10190.699941687373
838,10183.264715733136
839,8938.389902678413
840,8215.045127654515
841,9535.6951793759
842,5575.700594109154
843,9564.633381057318
844,7709.475067233136
845,7936.840588332504
846,9933.159678946779
847,10061.560154147926
848,7320.706204501525
849,8590.03294830087
850,8558.254633473261
851,9415.298344562536
852,9318.915278608772
853,8904.660447192979
854,7676.222363773053
855,6765.139581190995
856,5625.928918919463
857,5426.560271638426
858,7155.885990668655
859,6438.008738378541
860,7884.581063311079
861,6662.265393316871
862,6128.440213504497
863,8350.418353468207
864,7538.938872939782
865,8086.724131891724
866,7113.845886302247
867,7904.822370170532
868,8865.174075321744
869,8926.118113468861
870,6984.528947699229
871,7631.063200425352
872,8915.332005511988
873,5870.235093094881
874,8151.722036430566
875,5721.111146004825
876,7072.38342827539
877,6600.5727111010265
878,6910.068316644594
879,7404.3433858253065
880,8489.162417856167
881,10241.31845562555
882,8113.65470520516
883,8207.626833897277
884,8969.501048413511
885,9432.193248960004
886,6118.614451439001
887,6011.104199074471
888,7324.438860073425
889,6083.7108048625405
890,8142.10586179093
891,10540.72040356681
892,6986.412644821539
893,6649.56807246604
894,8219.227601547978
895,7735.421813628566
896,7510.700257358304
