Date,Share,close
12-May-15,Share2,71.95
13-May-15,Share2,69.65
14-May-15,Share2,71.35
15-May-15,Share2,69.95
18-May-15,Share2,70.8
19-May-15,Share2,70.5
20-May-15,Share2,70.85
21-May-15,Share2,70.2
22-May-15,Share2,69.2
25-May-15,Share2,68.95
26-May-15,Share2,69.3
27-May-15,Share2,71.0
28-May-15,Share2,70.5
29-May-15,Share2,71.45
1-Jun-15,Share2,71.95
2-Jun-15,Share2,69.2
3-Jun-15,Share2,67.5
4-Jun-15,Share2,66.8
5-Jun-15,Share2,67.65
8-Jun-15,Share2,66.5
9-Jun-15,Share2,66.3
10-Jun-15,Share2,67.4
11-Jun-15,Share2,65.65
12-Jun-15,Share2,65.8
15-Jun-15,Share2,65.35
16-Jun-15,Share2,64.95
17-Jun-15,Share2,65.65
18-Jun-15,Share2,68.45
19-Jun-15,Share2,69.75
22-Jun-15,Share2,70.35
23-Jun-15,Share2,71.55
24-Jun-15,Share2,69.75
25-Jun-15,Share2,69.9
26-Jun-15,Share2,71.35
29-Jun-15,Share2,70.95
30-Jun-15,Share2,72.55
1-Jul-15,Share2,74.1
2-Jul-15,Share2,73.95
3-Jul-15,Share2,72.7
6-Jul-15,Share2,73.7
7-Jul-15,Share2,72.95
8-Jul-15,Share2,71.25
9-Jul-15,Share2,71.2
10-Jul-15,Share2,71.65
13-Jul-15,Share2,72.75
14-Jul-15,Share2,74.25
15-Jul-15,Share2,74.45
16-Jul-15,Share2,74.4
17-Jul-15,Share2,75.15
20-Jul-15,Share2,77.65
21-Jul-15,Share2,79.3
22-Jul-15,Share2,81.35
23-Jul-15,Share2,82.1
24-Jul-15,Share2,80.5
27-Jul-15,Share2,80.9
28-Jul-15,Share2,83.3
29-Jul-15,Share2,84.9
30-Jul-15,Share2,84.15
31-Jul-15,Share2,84.45
3-Aug-15,Share2,84.95
4-Aug-15,Share2,88.0
5-Aug-15,Share2,87.45
6-Aug-15,Share2,87.2
7-Aug-15,Share2,87.35
10-Aug-15,Share2,87.75
11-Aug-15,Share2,86.75
12-Aug-15,Share2,88.1
13-Aug-15,Share2,88.4
14-Aug-15,Share2,89.05
17-Aug-15,Share2,91.65
18-Aug-15,Share2,97.3
19-Aug-15,Share2,95.45
20-Aug-15,Share2,95.6
21-Aug-15,Share2,95.1
24-Aug-15,Share2,84.45
25-Aug-15,Share2,86.5
26-Aug-15,Share2,87.5
27-Aug-15,Share2,91.5
28-Aug-15,Share2,92.15
31-Aug-15,Share2,90.3
1-Sep-15,Share2,87.45
2-Sep-15,Share2,85.95
3-Sep-15,Share2,87.65
4-Sep-15,Share2,85.0
7-Sep-15,Share2,81.95
8-Sep-15,Share2,82.0
9-Sep-15,Share2,87.5
10-Sep-15,Share2,87.25
11-Sep-15,Share2,87.7
14-Sep-15,Share2,89.5
15-Sep-15,Share2,87.2
16-Sep-15,Share2,87.2
18-Sep-15,Share2,87.95
21-Sep-15,Share2,88.15
22-Sep-15,Share2,88.8
23-Sep-15,Share2,90.6
24-Sep-15,Share2,91.1
28-Sep-15,Share2,90.55
29-Sep-15,Share2,90.7
30-Sep-15,Share2,92.25
1-Oct-15,Share2,94.25
5-Oct-15,Share2,94.7
6-Oct-15,Share2,94.35
7-Oct-15,Share2,93.05
8-Oct-15,Share2,91.65
9-Oct-15,Share2,92.2
12-Oct-15,Share2,93.85
13-Oct-15,Share2,94.05
14-Oct-15,Share2,94.85
15-Oct-15,Share2,95.0
16-Oct-15,Share2,96.0
19-Oct-15,Share2,96.05
20-Oct-15,Share2,96.25
21-Oct-15,Share2,95.8
23-Oct-15,Share2,95.0
26-Oct-15,Share2,92.7
27-Oct-15,Share2,92.9
28-Oct-15,Share2,91.0
29-Oct-15,Share2,93.8
30-Oct-15,Share2,93.7
2-Nov-15,Share2,90.3
3-Nov-15,Share2,90.3
4-Nov-15,Share2,92.2
5-Nov-15,Share2,86.8
6-Nov-15,Share2,87.6
9-Nov-15,Share2,88.95
10-Nov-15,Share2,89.5
11-Nov-15,Share2,90.5
13-Nov-15,Share2,90.3
16-Nov-15,Share2,90.7
17-Nov-15,Share2,91.95
18-Nov-15,Share2,91.7
19-Nov-15,Share2,93.1
20-Nov-15,Share2,93.65
23-Nov-15,Share2,96.1
24-Nov-15,Share2,94.8
26-Nov-15,Share2,94.1
27-Nov-15,Share2,97.6
30-Nov-15,Share2,94.6
1-Dec-15,Share2,93.4
2-Dec-15,Share2,92.85
3-Dec-15,Share2,91.95
4-Dec-15,Share2,90.25
7-Dec-15,Share2,90.05
8-Dec-15,Share2,89.6
9-Dec-15,Share2,86.55
10-Dec-15,Share2,89.1
11-Dec-15,Share2,86.35
14-Dec-15,Share2,86.05
15-Dec-15,Share2,87.3
16-Dec-15,Share2,88.1
17-Dec-15,Share2,89.2
18-Dec-15,Share2,89.65
21-Dec-15,Share2,89.35
22-Dec-15,Share2,88.4
23-Dec-15,Share2,87.9
24-Dec-15,Share2,87.9
28-Dec-15,Share2,88.95
29-Dec-15,Share2,89.75
30-Dec-15,Share2,89.5
31-Dec-15,Share2,87.9
1-Jan-16,Share2,88.8
4-Jan-16,Share2,92.0
5-Jan-16,Share2,93.1
6-Jan-16,Share2,92.7
7-Jan-16,Share2,91.35
8-Jan-16,Share2,90.75
11-Jan-16,Share2,92.4
12-Jan-16,Share2,92.1
13-Jan-16,Share2,90.2
14-Jan-16,Share2,88.6
15-Jan-16,Share2,85.1
18-Jan-16,Share2,83.1
19-Jan-16,Share2,86.8
20-Jan-16,Share2,83.45
21-Jan-16,Share2,83.6
22-Jan-16,Share2,85.7
25-Jan-16,Share2,86.75
27-Jan-16,Share2,88.3
28-Jan-16,Share2,88.15
29-Jan-16,Share2,89.6
1-Feb-16,Share2,91.5
2-Feb-16,Share2,90.5
3-Feb-16,Share2,86.85
4-Feb-16,Share2,87.6
5-Feb-16,Share2,90.6
8-Feb-16,Share2,89.2
9-Feb-16,Share2,88.25
10-Feb-16,Share2,87.35
11-Feb-16,Share2,80.9
12-Feb-16,Share2,83.2
15-Feb-16,Share2,89.65
16-Feb-16,Share2,87.25
17-Feb-16,Share2,90.0
18-Feb-16,Share2,89.8
19-Feb-16,Share2,91.2
22-Feb-16,Share2,92.2
23-Feb-16,Share2,89.2
24-Feb-16,Share2,87.5
25-Feb-16,Share2,85.95
26-Feb-16,Share2,85.55
29-Feb-16,Share2,87.65
1-Mar-16,Share2,91.05
2-Mar-16,Share2,93.45
3-Mar-16,Share2,94.25
4-Mar-16,Share2,93.55
8-Mar-16,Share2,91.95
9-Mar-16,Share2,97.15
10-Mar-16,Share2,96.55
11-Mar-16,Share2,97.1
14-Mar-16,Share2,97.2
15-Mar-16,Share2,95.95
16-Mar-16,Share2,96.25
17-Mar-16,Share2,95.25
18-Mar-16,Share2,97.3
21-Mar-16,Share2,103.05
22-Mar-16,Share2,103.5
23-Mar-16,Share2,106.0
28-Mar-16,Share2,104.75
29-Mar-16,Share2,106.65
30-Mar-16,Share2,108.05
31-Mar-16,Share2,108.6
1-Apr-16,Share2,110.25
4-Apr-16,Share2,110.1
5-Apr-16,Share2,108.75
6-Apr-16,Share2,107.55
7-Apr-16,Share2,106.95
8-Apr-16,Share2,107.05
11-Apr-16,Share2,109.75
12-Apr-16,Share2,111.35
13-Apr-16,Share2,110.35
18-Apr-16,Share2,109.3
20-Apr-16,Share2,108.15
21-Apr-16,Share2,106.55
22-Apr-16,Share2,105.35
25-Apr-16,Share2,105.95
26-Apr-16,Share2,106.8
27-Apr-16,Share2,107.95
28-Apr-16,Share2,105.4
29-Apr-16,Share2,106.8
2-May-16,Share2,105.95
3-May-16,Share2,105.05
4-May-16,Share2,102.0
5-May-16,Share2,102.8
6-May-16,Share2,104.15
9-May-16,Share2,104.8
10-May-16,Share2,105.25
11-May-16,Share2,104.2
12-May-16,Share2,104.15
13-May-16,Share2,102.85
16-May-16,Share2,103.5
17-May-16,Share2,102.9
18-May-16,Share2,102.2
19-May-16,Share2,101.95
20-May-16,Share2,99.45
23-May-16,Share2,100.0
24-May-16,Share2,101.6
25-May-16,Share2,97.25
26-May-16,Share2,104.2
27-May-16,Share2,106.8
30-May-16,Share2,106.05
31-May-16,Share2,108.95
1-Jun-16,Share2,104.45
2-Jun-16,Share2,105.55
3-Jun-16,Share2,106.45
6-Jun-16,Share2,105.3
7-Jun-16,Share2,106.2
8-Jun-16,Share2,105.75
9-Jun-16,Share2,107.1
10-Jun-16,Share2,105.25
13-Jun-16,Share2,105.25
14-Jun-16,Share2,105.0
15-Jun-16,Share2,103.0
16-Jun-16,Share2,99.4
17-Jun-16,Share2,98.75
20-Jun-16,Share2,99.7
21-Jun-16,Share2,102.3
22-Jun-16,Share2,99.9
23-Jun-16,Share2,99.2
24-Jun-16,Share2,96.25
27-Jun-16,Share2,97.35
28-Jun-16,Share2,98.95
29-Jun-16,Share2,99.0
30-Jun-16,Share2,98.35
1-Jul-16,Share2,99.4
4-Jul-16,Share2,97.8
5-Jul-16,Share2,92.3
7-Jul-16,Share2,93.05
8-Jul-16,Share2,93.8
11-Jul-16,Share2,93.35
12-Jul-16,Share2,93.6
13-Jul-16,Share2,90.95
14-Jul-16,Share2,91.5
15-Jul-16,Share2,91.7
18-Jul-16,Share2,93.0
19-Jul-16,Share2,93.45
20-Jul-16,Share2,93.45
21-Jul-16,Share2,96.85
22-Jul-16,Share2,96.7
25-Jul-16,Share2,96.15
26-Jul-16,Share2,94.4
27-Jul-16,Share2,94.7
28-Jul-16,Share2,94.1
29-Jul-16,Share2,95.25
1-Aug-16,Share2,91.6
2-Aug-16,Share2,88.15
3-Aug-16,Share2,85.5
4-Aug-16,Share2,86.3
5-Aug-16,Share2,88.1
8-Aug-16,Share2,89.15
9-Aug-16,Share2,89.5
10-Aug-16,Share2,87.95
11-Aug-16,Share2,87.2
12-Aug-16,Share2,86.65
16-Aug-16,Share2,86.65
17-Aug-16,Share2,86.7
18-Aug-16,Share2,87.55
19-Aug-16,Share2,87.0
22-Aug-16,Share2,87.1
23-Aug-16,Share2,87.85
24-Aug-16,Share2,88.55
25-Aug-16,Share2,86.55
26-Aug-16,Share2,87.7
29-Aug-16,Share2,87.9
30-Aug-16,Share2,88.4
31-Aug-16,Share2,87.55
1-Sep-16,Share2,83.8
2-Sep-16,Share2,83.0
6-Sep-16,Share2,85.75
7-Sep-16,Share2,88.5
8-Sep-16,Share2,87.75
9-Sep-16,Share2,87.25
12-Sep-16,Share2,83.45
14-Sep-16,Share2,84.4
15-Sep-16,Share2,81.6
16-Sep-16,Share2,81.1
19-Sep-16,Share2,84.6
20-Sep-16,Share2,84.05
21-Sep-16,Share2,82.7
22-Sep-16,Share2,83.95
23-Sep-16,Share2,82.65
26-Sep-16,Share2,81.8
27-Sep-16,Share2,81.45
28-Sep-16,Share2,81.85
29-Sep-16,Share2,76.45
30-Sep-16,Share2,79.6
3-Oct-16,Share2,83.1
4-Oct-16,Share2,81.35
5-Oct-16,Share2,81.65
6-Oct-16,Share2,80.8
7-Oct-16,Share2,81.2
10-Oct-16,Share2,80.75
13-Oct-16,Share2,79.4
14-Oct-16,Share2,80.65
17-Oct-16,Share2,81.6
18-Oct-16,Share2,83.85
19-Oct-16,Share2,84.35
20-Oct-16,Share2,85.7
21-Oct-16,Share2,87.05
24-Oct-16,Share2,88.05
25-Oct-16,Share2,87.65
26-Oct-16,Share2,87.2
27-Oct-16,Share2,84.9
28-Oct-16,Share2,90.25
30-Oct-16,Share2,91.35
1-Nov-16,Share2,90.1
2-Nov-16,Share2,89.85
3-Nov-16,Share2,91.3
4-Nov-16,Share2,90.9
7-Nov-16,Share2,89.45
8-Nov-16,Share2,91.75
9-Nov-16,Share2,91.4
10-Nov-16,Share2,89.4
11-Nov-16,Share2,87.35
15-Nov-16,Share2,82.65
16-Nov-16,Share2,79.0
17-Nov-16,Share2,78.8
18-Nov-16,Share2,79.65
21-Nov-16,Share2,75.85
22-Nov-16,Share2,75.6
23-Nov-16,Share2,77.2
24-Nov-16,Share2,75.65
25-Nov-16,Share2,77.0
28-Nov-16,Share2,78.15
29-Nov-16,Share2,79.9
30-Nov-16,Share2,79.5
1-Dec-16,Share2,77.55
2-Dec-16,Share2,74.7
5-Dec-16,Share2,77.2
6-Dec-16,Share2,78.05
7-Dec-16,Share2,76.7
8-Dec-16,Share2,77.9
9-Dec-16,Share2,79.55
12-Dec-16,Share2,79.5
13-Dec-16,Share2,77.9
14-Dec-16,Share2,77.2
15-Dec-16,Share2,77.8
16-Dec-16,Share2,77.65
19-Dec-16,Share2,78.7
20-Dec-16,Share2,76.9
21-Dec-16,Share2,77.55
22-Dec-16,Share2,77.45
23-Dec-16,Share2,77.7
26-Dec-16,Share2,76.5
27-Dec-16,Share2,78.05
28-Dec-16,Share2,78.25
29-Dec-16,Share2,79.0
30-Dec-16,Share2,80.1
2-Jan-17,Share2,81.0
3-Jan-17,Share2,81.05
4-Jan-17,Share2,83.85
5-Jan-17,Share2,83.95
6-Jan-17,Share2,85.3
9-Jan-17,Share2,84.95
10-Jan-17,Share2,84.95
11-Jan-17,Share2,85.6
12-Jan-17,Share2,84.3
13-Jan-17,Share2,84.55
16-Jan-17,Share2,85.6
17-Jan-17,Share2,85.95
18-Jan-17,Share2,86.9
19-Jan-17,Share2,87.05
20-Jan-17,Share2,85.55
23-Jan-17,Share2,86.3
24-Jan-17,Share2,88.7
25-Jan-17,Share2,86.55
27-Jan-17,Share2,92.45
30-Jan-17,Share2,92.05
31-Jan-17,Share2,90.75
1-Feb-17,Share2,92.15
2-Feb-17,Share2,94.85
3-Feb-17,Share2,94.5
6-Feb-17,Share2,95.1
7-Feb-17,Share2,94.05
8-Feb-17,Share2,95.35
9-Feb-17,Share2,95.3
10-Feb-17,Share2,92.95
13-Feb-17,Share2,92.1
14-Feb-17,Share2,92.35
15-Feb-17,Share2,93.2
16-Feb-17,Share2,94.25
17-Feb-17,Share2,93.9
20-Feb-17,Share2,94.5
21-Feb-17,Share2,95.1
22-Feb-17,Share2,92.5
23-Feb-17,Share2,90.55
27-Feb-17,Share2,89.0
28-Feb-17,Share2,90.65
1-Mar-17,Share2,89.2
2-Mar-17,Share2,87.35
3-Mar-17,Share2,87.35
6-Mar-17,Share2,90.5
7-Mar-17,Share2,91.2
8-Mar-17,Share2,91.1
9-Mar-17,Share2,90.45
10-Mar-17,Share2,90.55
14-Mar-17,Share2,90.8
15-Mar-17,Share2,91.1
16-Mar-17,Share2,91.9
17-Mar-17,Share2,90.9
20-Mar-17,Share2,89.25
21-Mar-17,Share2,88.75
22-Mar-17,Share2,87.15
23-Mar-17,Share2,87.05
24-Mar-17,Share2,87.35
27-Mar-17,Share2,85.75
28-Mar-17,Share2,86.45
29-Mar-17,Share2,84.0
30-Mar-17,Share2,83.0
31-Mar-17,Share2,84.55
3-Apr-17,Share2,84.1
5-Apr-17,Share2,84.9
6-Apr-17,Share2,84.3
7-Apr-17,Share2,83.6
10-Apr-17,Share2,82.4
11-Apr-17,Share2,82.4
12-Apr-17,Share2,82.6
13-Apr-17,Share2,82.75
17-Apr-17,Share2,82.75
18-Apr-17,Share2,81.6
19-Apr-17,Share2,81.3
20-Apr-17,Share2,81.95
21-Apr-17,Share2,85.25
24-Apr-17,Share2,87.25
25-Apr-17,Share2,88.15
26-Apr-17,Share2,87.85
27-Apr-17,Share2,86.7
28-Apr-17,Share2,85.4
30-Apr-15,Share3,1158.05
4-May-15,Share3,1164.2
5-May-15,Share3,1167.25
6-May-15,Share3,1171.35
7-May-15,Share3,1118.95
8-May-15,Share3,1172.85
11-May-15,Share3,1192.95
12-May-15,Share3,1159.9
13-May-15,Share3,1160.55
14-May-15,Share3,1165.45
15-May-15,Share3,1164.15
18-May-15,Share3,1165.9
19-May-15,Share3,1173.05
20-May-15,Share3,1162.4
21-May-15,Share3,1174.1
22-May-15,Share3,1166.1
25-May-15,Share3,1155.55
26-May-15,Share3,1157.9
27-May-15,Share3,1147.15
28-May-15,Share3,1150.1
29-May-15,Share3,1171.3
1-Jun-15,Share3,1181.15
2-Jun-15,Share3,1185.05
3-Jun-15,Share3,1141.2
4-Jun-15,Share3,1154.35
5-Jun-15,Share3,1153.35
8-Jun-15,Share3,1149.15
9-Jun-15,Share3,1145.55
10-Jun-15,Share3,1117.7
11-Jun-15,Share3,1096.0
12-Jun-15,Share3,1096.25
15-Jun-15,Share3,1105.7
16-Jun-15,Share3,1115.4
